Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
1232,137,2489,2026-07-09,4,303.24,In-Store
1233,136,2347,2026-05-02,2,457.38,Online
1234,105,2431,2025-12-25,1,140.66,In-Store
1235,107,2782,2025-12-12,1,114.41,Online
1236,135,2231,2026-03-25,3,69.24,Online
1237,117,2225,2025-09-28,4,191.12,Online
1238,119,2071,2026-06-03,1,101.1,In-Store
1239,140,2567,2026-08-02,3,411.66,Online
1240,145,2611,2026-09-07,1,155.51,In-Store
1241,142,2465,2025-11-16,1,242.85,Online
1242,113,2332,2026-08-24,3,1401.99,Online
1243,147,2136,2026-08-10,3,107.4,Online
1244,137,2235,2024-12-12,1,75.81,Online
1245,139,2980,2025-12-21,1,88.25,In-Store
1246,118,2473,2024-12-12,1,83.65,Online
1247,115,2039,2026-03-29,3,250.32,Online
1248,102,2472,2025-12-06,1,238.42,Online
1249,135,2772,2026-09-07,4,92.32,Online
1250,125,2543,2024-04-07,4,631.08,In-Store
1251,136,2423,2026-08-31,2,457.38,Online
1252,123,2431,2025-12-08,2,308.44,Online
1253,116,2429,2024-05-21,2,317.58,Online
1254,127,2580,2025-02-27,1,764.22,Online
1255,104,2876,2025-03-14,1,51.66,Online
1256,119,2127,2026-05-14,1,101.1,Online
1257,119,2343,2026-08-28,2,202.2,In-Store
1258,108,2389,2026-03-02,1,242.93,Online
1259,114,2251,2026-08-03,4,466.04,Online
1260,129,2900,2025-04-30,3,939.69,Online
1261,142,2780,2026-02-06,2,485.7,In-Store
1262,145,2894,2026-06-23,1,155.51,Online
1263,146,2340,2026-06-14,4,926.56,Online
1264,109,2079,2026-08-30,2,421.24,Online
1265,108,2737,2024-12-04,3,728.79,In-Store
1266,145,2039,2025-11-10,4,622.04,Online
1267,132,2951,2025-03-26,1,118.44,Online
1268,120,2277,2024-12-31,1,122.18,Online
1269,132,2278,2026-03-09,1,118.44,Online
1270,115,2379,2024-02-20,2,166.88,Online
1271,135,2186,2026-05-21,1,23.08,Online
1272,102,2032,2026-03-22,3,715.26,Online
1273,114,2807,2026-04-01,1,116.51,Online
1274,128,2722,2026-06-03,4,967.68,Online
1275,125,2804,2025-11-26,3,473.31,In-Store
1276,147,2457,2026-06-01,3,107.4,In-Store
1277,148,2957,2026-01-20,2,122.12,In-Store
1278,144,2908,2024-11-16,3,2179.14,Online
1279,122,2999,2026-01-11,4,543.4,Online
1280,118,2608,2026-07-31,3,250.95,In-Store
1281,137,2012,2026-02-24,3,227.43,Online
1282,130,2849,2025-05-11,1,37.95,Online
1283,123,2009,2024-04-25,4,616.88,In-Store
1284,138,2219,2025-12-30,1,170.69,Online
1285,121,2899,2026-09-07,1,239.77,Online
1286,117,2183,2026-01-06,4,191.12,In-Store
1287,110,2228,2025-04-14,1,64.9,In-Store
1288,112,2116,2024-06-10,4,232.4,In-Store
1289,146,2313,2025-08-25,2,463.28,Online
1290,117,2949,2025-10-25,1,47.78,Online
1291,139,2531,2024-01-13,2,176.5,Online
1292,129,2109,2026-05-18,1,313.23,In-Store
1293,121,2079,2026-06-01,3,719.31,Online
1294,119,2073,2025-11-26,2,202.2,Online
1295,122,2322,2026-08-09,4,543.4,Online
1296,140,2465,2025-12-18,1,137.22,In-Store
1297,110,2364,2025-06-27,1,64.9,Online
1298,133,2601,2025-07-24,3,131.04,In-Store
1299,143,2373,2026-05-09,2,394.32,Online
1300,106,2763,2026-08-30,1,520.78,In-Store
1301,141,2558,2026-08-25,4,917.6,In-Store
1302,104,2729,2026-08-16,4,206.64,In-Store
1303,118,2513,2025-01-14,2,167.3,In-Store
1304,122,2292,2025-12-07,2,271.7,Online
1305,148,2231,2025-10-30,1,61.06,In-Store
1306,124,2438,2025-11-17,1,25.92,Online
1307,124,2551,2026-01-17,4,103.68,In-Store
1308,127,2231,2026-06-28,2,1528.44,In-Store
1309,135,2828,2024-09-15,2,46.16,Online
1310,109,2665,2026-08-25,3,631.86,Online
1311,106,2335,2026-05-24,4,2083.12,Online
1312,137,2498,2024-06-08,4,303.24,In-Store
1313,101,2902,2026-05-05,2,206.04,Online
1314,136,2410,2026-07-07,4,914.76,Online
1315,128,2126,2026-01-08,1,241.92,In-Store
1316,133,2989,2025-08-09,4,174.72,Online
1317,145,2349,2026-03-09,2,311.02,Online
1318,138,2119,2026-06-02,1,170.69,Online
1319,129,2076,2025-10-14,4,1252.92,Online
1320,119,2737,2025-07-23,4,404.4,In-Store
1321,133,2729,2026-08-31,1,43.68,In-Store
1322,138,2898,2025-10-18,3,512.07,Online
1323,112,2373,2026-08-21,3,174.3,Online
1324,122,2233,2026-06-13,1,135.85,In-Store
1325,128,2510,2026-08-18,3,725.76,Online
1326,112,2378,2026-02-14,2,116.2,Online
1327,147,2811,2026-07-20,2,71.6,Online
1328,107,2511,2025-06-15,3,343.23,Online
1329,118,2165,2025-03-27,4,334.6,Online
1330,119,2225,2025-05-28,3,303.3,In-Store
1331,115,2752,2026-09-09,3,250.32,In-Store
1332,133,2096,2026-07-13,2,87.36,Online
1333,135,2591,2024-01-26,2,46.16,Online
1334,102,2481,2026-07-06,3,715.26,In-Store
1335,128,2281,2026-05-03,4,967.68,In-Store
1336,119,2126,2026-04-26,1,101.1,Online
1337,132,2438,2025-12-10,3,355.32,Online
1338,147,2867,2025-07-27,1,35.8,Online
1339,115,2802,2026-09-04,1,83.44,Online
1340,118,2155,2026-01-22,4,334.6,In-Store
1341,146,2664,2024-12-16,3,694.92,Online
1342,134,2428,2026-08-17,3,394.11,In-Store
1343,141,2843,2026-09-07,1,229.4,Online
1344,125,2246,2026-06-05,2,315.54,In-Store
1345,132,2266,2025-06-14,2,236.88,Online
1346,141,2282,2024-09-16,1,229.4,In-Store
1347,101,2860,2024-12-15,4,412.08,Online
1348,114,2484,2026-03-05,2,233.02,Online
1349,140,2410,2025-10-23,4,548.88,In-Store
1350,131,2235,2025-09-21,2,351.58,Online
1351,119,2842,2026-07-20,4,404.4,Online
1352,139,2795,2026-07-24,3,264.75,In-Store
1353,115,2474,2025-04-04,1,83.44,Online
1354,121,2411,2026-04-15,2,479.54,Online
1355,121,2117,2025-10-15,1,239.77,Online
1356,109,2692,2026-07-13,4,842.48,Online
1357,116,2593,2025-12-06,1,158.79,Online
1358,127,2268,2025-02-05,1,764.22,In-Store
1359,144,2771,2026-03-12,3,2179.14,Online
1360,128,2384,2026-07-07,4,967.68,Online
1361,132,2912,2026-03-31,2,236.88,Online
1362,120,2629,2026-03-28,4,488.72,Online
1363,135,2223,2026-04-03,2,46.16,Online
1364,109,2947,2025-07-16,1,210.62,Online
1365,150,2801,2025-10-01,3,274.35,Online
1366,105,2766,2026-07-08,1,140.66,In-Store
1367,113,2211,2025-08-25,2,934.66,In-Store
1368,119,2386,2025-07-31,2,202.2,Online
1369,136,2327,2025-05-20,2,457.38,Online
1370,149,2039,2025-07-23,1,25.63,In-Store
1371,103,2389,2025-09-06,2,1038.12,Online
1372,141,2298,2025-03-20,2,458.8,Online
1373,125,2272,2024-06-22,4,631.08,In-Store
1374,106,2816,2026-06-27,1,520.78,Online
1375,149,2497,2026-08-01,4,102.52,Online
1376,135,2015,2026-05-03,2,46.16,Online
1377,113,2732,2026-05-30,3,1401.99,Online
1378,102,2419,2026-02-10,3,715.26,Online
1379,117,2451,2026-04-29,4,191.12,Online
1380,115,2290,2026-04-11,4,333.76,In-Store
1381,145,2278,2025-11-27,2,311.02,Online
1382,147,2019,2026-08-09,4,143.2,Online
1383,129,2763,2025-02-22,2,626.46,In-Store
1384,150,2973,2025-12-27,2,182.9,Online
1385,107,2365,2025-10-02,3,343.23,Online
1386,106,2140,2026-05-18,1,520.78,In-Store
1387,138,2169,2025-10-03,2,341.38,Online
1388,134,2138,2026-08-08,2,262.74,Online
1389,127,2766,2025-09-03,3,2292.66,Online
1390,121,2833,2025-11-23,4,959.08,Online
1391,149,2268,2025-01-30,4,102.52,In-Store
1392,121,2492,2026-06-02,4,959.08,Online
1393,147,2507,2026-08-13,1,35.8,Online
1394,125,2419,2024-03-30,2,315.54,Online
1395,111,2161,2025-04-27,2,115.46,Online
1396,103,2873,2024-06-08,4,2076.24,Online
1397,134,2172,2026-07-05,4,525.48,In-Store
1398,127,2747,2025-08-22,4,3056.88,Online
1399,119,2294,2026-05-15,3,303.3,In-Store
1400,137,2317,2026-02-01,2,151.62,In-Store
1401,140,2289,2026-01-11,3,411.66,In-Store
1402,130,2596,2025-10-22,2,75.9,Online
1403,111,2927,2025-12-08,4,230.92,Online
1404,110,2314,2026-06-19,4,259.6,Online
1405,120,2995,2023-11-13,2,244.36,In-Store
1406,130,2690,2026-07-15,3,113.85,Online
1407,139,2065,2025-05-12,2,176.5,Online
1408,115,2344,2026-09-09,3,250.32,Online
1409,119,2929,2024-10-24,4,404.4,In-Store
1410,140,2726,2025-04-27,4,548.88,Online
1411,105,2551,2026-03-22,2,281.32,Online
1412,112,2727,2026-04-14,3,174.3,In-Store
1413,134,2103,2026-03-07,4,525.48,Online
1414,139,2567,2026-08-21,3,264.75,In-Store
1415,114,2661,2025-11-09,2,233.02,Online
1416,106,2782,2025-10-31,2,1041.56,In-Store
1417,101,2164,2026-07-27,3,309.06,Online
1418,109,2898,2024-04-12,4,842.48,Online
1419,120,2657,2026-07-14,1,122.18,In-Store
1420,150,2550,2026-08-21,4,365.8,Online
1421,134,2350,2026-06-25,3,394.11,In-Store
1422,114,2079,2026-07-22,2,233.02,Online
1423,128,2707,2026-08-17,4,967.68,Online
1424,144,2691,2026-03-23,1,726.38,In-Store
1425,123,2901,2026-09-07,2,308.44,Online
1426,150,2869,2026-07-31,3,274.35,Online
1427,113,2215,2025-07-26,4,1869.32,Online
1428,113,2182,2024-12-05,4,1869.32,Online
1429,138,2519,2024-04-13,3,512.07,Online
1430,117,2095,2025-11-08,1,47.78,In-Store
1431,118,2273,2026-01-31,4,334.6,Online
1432,118,2045,2026-08-25,1,83.65,In-Store
1433,131,2823,2026-04-20,4,703.16,Online
1434,149,2175,2026-09-04,1,25.63,Online
1435,146,2365,2025-11-22,2,463.28,In-Store
1436,106,2874,2025-01-13,4,2083.12,Online
1437,121,2059,2026-09-01,1,239.77,In-Store
1438,113,2277,2026-04-25,1,467.33,Online
1439,146,2837,2025-06-17,2,463.28,In-Store
1440,134,2719,2026-04-04,1,131.37,Online
1441,143,2409,2026-02-10,1,197.16,Online
1442,110,2195,2026-05-17,3,194.7,Online
1443,118,2174,2025-02-16,2,167.3,In-Store
1444,148,2402,2026-08-28,1,61.06,Online
1445,108,2274,2026-02-26,3,728.79,Online
1446,106,2559,2025-11-20,4,2083.12,Online
1447,112,2118,2025-06-08,1,58.1,In-Store
1448,102,2313,2025-11-08,2,476.84,Online
1449,130,2218,2026-05-06,1,37.95,In-Store
1450,142,2303,2026-06-03,2,485.7,In-Store
1451,146,2306,2025-09-04,3,694.92,In-Store
1452,127,2278,2025-12-29,2,1528.44,In-Store
1453,112,2272,2024-11-24,3,174.3,Online
1454,106,2693,2025-01-25,4,2083.12,Online
1455,150,2570,2026-05-26,4,365.8,In-Store
1456,125,2039,2026-05-08,2,315.54,In-Store
1457,123,2560,2026-07-25,3,462.66,In-Store
1458,136,2336,2026-05-18,3,686.07,Online
1459,117,2506,2025-12-28,2,95.56,Online
1460,134,2263,2024-05-13,2,262.74,Online
1461,124,2137,2026-02-21,4,103.68,In-Store
1462,145,2904,2025-07-17,1,155.51,Online
1463,111,2872,2025-09-22,4,230.92,Online
1464,107,2330,2026-08-24,2,228.82,Online
1465,135,2302,2026-09-04,2,46.16,Online
1466,138,2431,2026-06-07,4,682.76,Online
1467,117,2468,2024-11-07,3,143.34,In-Store
1468,120,2332,2026-09-02,1,122.18,In-Store
1469,107,2763,2026-04-07,4,457.64,Online
1470,126,2773,2026-02-12,1,55.07,In-Store
1471,139,2504,2026-08-19,2,176.5,In-Store
1472,143,2749,2024-12-15,3,591.48,Online
1473,150,2969,2024-10-21,2,182.9,Online
1474,130,2450,2025-12-11,1,37.95,In-Store
1475,120,2202,2026-07-26,3,366.54,Online
1476,128,2186,2025-09-30,1,241.92,In-Store
1477,150,2152,2026-08-13,3,274.35,Online
1478,107,2471,2025-01-11,4,457.64,In-Store
1479,114,2683,2026-09-01,4,466.04,Online
1480,149,2831,2026-07-03,1,25.63,Online
1481,109,2128,2026-06-24,4,842.48,Online
1482,147,2900,2026-08-08,4,143.2,In-Store
1483,123,2385,2025-09-27,4,616.88,In-Store
1484,112,2029,2026-08-04,2,116.2,Online
1485,101,2358,2026-05-20,4,412.08,Online
1486,132,2638,2026-02-18,2,236.88,Online
1487,106,2212,2026-06-22,3,1562.34,Online
1488,110,2647,2026-07-18,3,194.7,Online
1489,131,2381,2026-03-30,1,175.79,Online
1490,112,2956,2026-02-21,2,116.2,Online
1491,107,2678,2026-03-29,4,457.64,Online
1492,142,2339,2024-06-07,4,971.4,Online
1493,137,2160,2024-06-15,4,303.24,Online
1494,128,2012,2026-06-01,1,241.92,Online
1495,141,2419,2026-02-08,1,229.4,In-Store
1496,133,2804,2025-08-13,3,131.04,Online
1497,124,2708,2026-07-26,1,25.92,In-Store
1498,149,2980,2026-04-18,4,102.52,Online
1499,146,2148,2025-01-07,3,694.92,In-Store
1500,147,2507,2026-07-12,4,143.2,Online
1501,103,2050,2025-10-15,1,519.06,Online
1502,139,2452,2025-12-23,3,264.75,Online
1503,119,2419,2025-12-02,1,101.1,In-Store
1504,123,2267,2026-08-05,4,616.88,Online
1505,141,2440,2026-03-28,1,229.4,In-Store
1506,135,2113,2023-11-28,4,92.32,In-Store
1507,107,2177,2026-07-07,2,228.82,In-Store
1508,118,2625,2025-06-10,3,250.95,Online
1509,147,2685,2025-04-18,4,143.2,Online
1510,103,2078,2025-11-22,2,1038.12,In-Store
1511,107,2975,2026-06-07,4,457.64,In-Store
1512,122,2979,2026-06-08,3,407.55,Online
1513,148,2391,2024-06-23,3,183.18,Online
1514,108,2837,2025-10-14,2,485.86,In-Store
1515,140,2263,2025-06-01,2,274.44,Online
1516,114,2369,2026-05-04,4,466.04,Online
1517,118,2744,2026-02-14,1,83.65,In-Store
1518,144,2390,2025-05-09,3,2179.14,Online
1519,102,2005,2026-03-28,4,953.68,In-Store
1520,139,2275,2026-07-15,3,264.75,Online
1521,146,2223,2026-02-24,3,694.92,In-Store
1522,147,2068,2026-01-24,4,143.2,In-Store
1523,135,2413,2025-12-27,4,92.32,Online
1524,122,2932,2024-06-13,3,407.55,Online
1525,110,2339,2026-05-11,4,259.6,Online
1526,111,2211,2026-02-07,4,230.92,Online
1527,137,2395,2026-04-20,1,75.81,Online
1528,106,2551,2026-06-03,2,1041.56,In-Store
1529,149,2364,2025-06-28,3,76.89,Online
1530,110,2666,2024-04-26,2,129.8,In-Store
1531,127,2346,2026-02-27,1,764.22,Online
1532,116,2547,2026-06-02,4,635.16,In-Store
1533,108,2129,2026-06-07,1,242.93,Online
1534,137,2220,2024-06-08,3,227.43,In-Store
1535,136,2867,2025-11-29,4,914.76,Online
1536,139,2748,2025-02-02,3,264.75,Online
1537,107,2770,2026-04-06,3,343.23,In-Store
1538,115,2526,2025-12-05,4,333.76,Online
1539,129,2756,2026-09-04,2,626.46,In-Store
1540,135,2391,2023-12-21,3,69.24,Online
1541,125,2648,2025-11-22,4,631.08,Online
1542,102,2404,2026-09-09,2,476.84,In-Store
1543,106,2602,2026-03-06,4,2083.12,Online
1544,111,2319,2026-03-11,4,230.92,Online
1545,148,2950,2023-12-19,4,244.24,In-Store
1546,111,2504,2026-08-12,4,230.92,Online
1547,112,2720,2025-09-24,4,232.4,In-Store
1548,105,2317,2025-11-13,1,140.66,In-Store
1549,116,2569,2026-03-04,4,635.16,In-Store
1550,133,2795,2026-08-02,1,43.68,In-Store
1551,111,2839,2026-08-22,2,115.46,Online
1552,101,2718,2024-07-20,1,103.02,Online
1553,125,2870,2025-07-24,1,157.77,Online
1554,146,2954,2026-08-12,1,231.64,In-Store
1555,146,2641,2025-09-26,1,231.64,Online
1556,119,2474,2025-02-26,4,404.4,Online
1557,141,2359,2026-03-02,4,917.6,Online
1558,110,2786,2025-11-05,3,194.7,In-Store
1559,147,2752,2024-05-30,2,71.6,Online
1560,110,2406,2025-12-31,2,129.8,Online
1561,122,2211,2024-06-02,1,135.85,Online
1562,149,2901,2026-07-28,2,51.26,Online
1563,129,2336,2026-07-05,3,939.69,Online
1564,118,2696,2026-08-01,1,83.65,In-Store
1565,102,2145,2026-05-23,2,476.84,Online
1566,119,2555,2026-07-14,3,303.3,In-Store
1567,131,2559,2024-10-15,4,703.16,Online
1568,110,2152,2025-06-02,3,194.7,Online
1569,102,2259,2026-03-25,2,476.84,In-Store
1570,101,2299,2026-06-15,3,309.06,Online
1571,126,2717,2026-07-25,4,220.28,In-Store
1572,142,2902,2025-09-22,2,485.7,In-Store
1573,134,2855,2025-11-23,3,394.11,Online
1574,142,2868,2026-01-14,2,485.7,In-Store
1575,125,2475,2026-08-02,1,157.77,Online
1576,114,2336,2026-03-30,2,233.02,In-Store
1577,147,2277,2026-02-07,1,35.8,In-Store
1578,137,2351,2026-03-06,1,75.81,In-Store
1579,124,2901,2026-05-15,1,25.92,Online
1580,133,2619,2025-02-26,1,43.68,Online
1581,148,2543,2025-08-14,1,61.06,Online
1582,116,2439,2026-07-15,2,317.58,Online
1583,145,2796,2025-07-07,2,311.02,In-Store
1584,112,2686,2025-09-14,1,58.1,In-Store
1585,106,2266,2025-10-21,2,1041.56,Online
1586,134,2907,2024-07-05,3,394.11,Online
1587,138,2208,2026-09-03,4,682.76,Online
1588,104,2099,2026-07-20,3,154.98,Online
1589,129,2198,2024-07-11,1,313.23,Online
1590,138,2199,2026-07-16,2,341.38,In-Store
1591,101,2481,2026-02-26,4,412.08,Online
1592,150,2716,2026-07-27,2,182.9,In-Store
1593,149,2803,2026-08-07,4,102.52,Online
1594,139,2252,2026-08-09,3,264.75,Online
1595,133,2623,2026-06-02,4,174.72,In-Store
1596,120,2283,2026-03-29,3,366.54,In-Store
1597,144,2250,2026-03-09,3,2179.14,Online
1598,112,2112,2026-09-09,4,232.4,Online
1599,131,2315,2026-02-26,4,703.16,In-Store
1600,144,2182,2026-02-10,3,2179.14,Online
1601,122,2925,2026-06-22,2,271.7,In-Store
1602,114,2778,2026-06-09,3,349.53,In-Store
1603,134,2301,2026-04-27,4,525.48,Online
1604,114,2681,2025-12-22,2,233.02,Online
1605,126,2154,2026-08-22,2,110.14,In-Store
1606,121,2603,2024-12-01,4,959.08,In-Store
1607,147,2788,2026-04-21,3,107.4,In-Store
1608,120,2934,2026-08-08,3,366.54,In-Store
1609,148,2302,2026-09-01,3,183.18,Online
1610,126,2303,2026-04-04,4,220.28,Online
1611,104,2762,2025-03-10,4,206.64,Online
1612,130,2639,2024-05-10,3,113.85,Online
1613,114,2816,2026-06-18,3,349.53,Online
1614,121,2832,2025-03-25,4,959.08,Online
1615,148,2320,2026-04-23,2,122.12,In-Store
1616,118,2609,2026-07-13,1,83.65,Online
1617,147,2244,2025-04-26,4,143.2,In-Store
1618,150,2464,2025-08-12,4,365.8,Online
1619,138,2251,2026-08-19,4,682.76,Online
1620,122,2102,2026-04-13,3,407.55,In-Store
1621,108,2364,2025-06-21,4,971.72,In-Store
1622,121,2882,2024-06-21,4,959.08,In-Store
1623,120,2876,2026-02-25,2,244.36,In-Store
1624,121,2089,2024-11-11,3,719.31,In-Store
1625,145,2522,2026-03-15,1,155.51,In-Store
1626,145,2771,2025-12-03,3,466.53,Online
1627,148,2907,2025-05-22,2,122.12,In-Store
1628,130,2316,2026-01-31,3,113.85,Online
1629,117,2200,2026-05-07,3,143.34,In-Store
1630,109,2745,2025-02-28,1,210.62,Online
1631,104,2421,2026-07-06,1,51.66,In-Store
1632,128,2368,2026-03-05,1,241.92,In-Store
1633,135,2876,2025-06-01,4,92.32,Online
1634,105,2567,2026-09-01,1,140.66,In-Store
1635,150,2093,2025-09-25,1,91.45,In-Store
1636,106,2157,2026-07-13,4,2083.12,In-Store
1637,149,2643,2026-04-19,1,25.63,Online
1638,129,2814,2026-08-29,2,626.46,Online
1639,130,2075,2026-03-14,4,151.8,Online
1640,101,2392,2025-10-28,4,412.08,Online
1641,128,2009,2025-02-12,2,483.84,Online
1642,135,2858,2026-08-15,4,92.32,In-Store
1643,123,2769,2025-09-15,2,308.44,In-Store
1644,120,2772,2026-09-07,2,244.36,Online
1645,150,2028,2023-12-06,2,182.9,In-Store
1646,121,2342,2024-08-27,3,719.31,In-Store
1647,120,2650,2025-04-01,2,244.36,Online
1648,114,2991,2025-10-18,3,349.53,Online
1649,108,2135,2026-07-20,4,971.72,Online
1650,125,2437,2026-07-06,1,157.77,Online
1651,114,2431,2024-12-26,4,466.04,In-Store
1652,112,2811,2024-10-01,1,58.1,In-Store
1653,132,2756,2026-09-01,3,355.32,Online
1654,106,2407,2025-10-14,3,1562.34,Online
1655,130,2258,2026-04-18,1,37.95,Online
1656,126,2374,2026-09-03,1,55.07,Online
1657,105,2355,2025-06-15,4,562.64,Online
1658,106,2230,2026-07-03,4,2083.12,Online
1659,118,2017,2026-08-13,3,250.95,Online
1660,112,2137,2025-12-07,1,58.1,In-Store
1661,145,2511,2024-06-24,4,622.04,Online
1662,114,2065,2026-04-19,3,349.53,Online
1663,111,2609,2026-08-31,4,230.92,In-Store
1664,110,2176,2025-09-12,2,129.8,Online
1665,111,2880,2024-12-07,1,57.73,Online
1666,141,2205,2026-04-27,3,688.2,Online
1667,102,2614,2024-08-25,3,715.26,Online
1668,148,2889,2026-04-10,2,122.12,Online
1669,149,2048,2025-11-16,2,51.26,In-Store
1670,115,2101,2025-10-03,1,83.44,Online
1671,131,2988,2024-09-28,4,703.16,Online
1672,109,2858,2026-08-30,1,210.62,Online
1673,117,2470,2026-09-04,2,95.56,Online
1674,140,2649,2025-11-28,1,137.22,Online
1675,113,2485,2026-08-14,2,934.66,In-Store
1676,110,2507,2026-08-30,2,129.8,Online
1677,119,2739,2026-02-04,1,101.1,In-Store
1678,147,2227,2025-01-13,3,107.4,Online
1679,143,2707,2025-07-26,3,591.48,In-Store
1680,143,2323,2026-02-02,2,394.32,In-Store
1681,148,2733,2025-03-06,4,244.24,Online
1682,101,2793,2026-08-08,2,206.04,Online
1683,111,2835,2026-08-21,4,230.92,Online
1684,131,2012,2026-08-21,3,527.37,In-Store
1685,129,2621,2026-08-12,2,626.46,Online
1686,129,2614,2026-02-05,1,313.23,Online
1687,122,2648,2026-06-23,3,407.55,In-Store
1688,150,2258,2026-07-23,4,365.8,Online
1689,149,2660,2025-12-28,3,76.89,Online
1690,142,2782,2026-02-16,1,242.85,In-Store
1691,130,2126,2026-02-27,1,37.95,Online
1692,109,2541,2025-03-24,3,631.86,Online
1693,133,2444,2024-04-19,2,87.36,Online
1694,113,2819,2026-06-07,2,934.66,In-Store
1695,147,2774,2024-12-08,3,107.4,In-Store
1696,137,2593,2024-06-06,1,75.81,In-Store
1697,145,2358,2026-03-11,2,311.02,Online
1698,111,2158,2026-08-21,2,115.46,In-Store
1699,113,2531,2026-02-28,3,1401.99,Online
1700,119,2956,2026-01-31,4,404.4,In-Store
1701,131,2971,2026-07-22,4,703.16,Online
1702,101,2134,2025-05-24,1,103.02,Online
1703,120,2704,2026-07-19,2,244.36,In-Store
1704,104,2585,2026-07-12,4,206.64,In-Store
1705,111,2140,2026-08-25,2,115.46,Online
1706,127,2785,2026-04-03,4,3056.88,In-Store
1707,105,2195,2025-12-13,2,281.32,Online
1708,108,2137,2026-05-13,2,485.86,In-Store
1709,149,2436,2026-04-20,3,76.89,Online
1710,120,2629,2026-07-28,1,122.18,In-Store
1711,120,2465,2026-05-14,1,122.18,In-Store
1712,110,2739,2026-05-18,1,64.9,Online
1713,125,2877,2024-03-15,3,473.31,Online
1714,138,2619,2025-06-05,2,341.38,Online
1715,134,2758,2025-10-21,1,131.37,Online
1716,116,2997,2026-05-15,4,635.16,Online
1717,107,2414,2026-08-26,3,343.23,Online
1718,122,2906,2026-08-30,4,543.4,Online
1719,101,2983,2025-10-18,1,103.02,Online
1720,115,2243,2025-07-20,4,333.76,Online
1721,132,2104,2026-09-09,4,473.76,In-Store
1722,103,2511,2025-11-02,1,519.06,In-Store
1723,107,2839,2025-12-30,1,114.41,Online
1724,124,2965,2024-10-04,4,103.68,Online
1725,123,2714,2024-09-22,4,616.88,Online
1726,126,2566,2026-01-08,4,220.28,Online
1727,102,2217,2024-09-29,3,715.26,Online
1728,102,2290,2026-07-02,4,953.68,Online
1729,123,2354,2026-06-26,3,462.66,In-Store
1730,104,2276,2026-02-03,3,154.98,Online
1731,117,2695,2026-03-27,2,95.56,In-Store
1732,136,2548,2026-08-24,3,686.07,Online
1733,112,2752,2026-04-15,4,232.4,Online
1734,135,2329,2026-02-20,2,46.16,Online
1735,147,2829,2025-03-05,1,35.8,Online
1736,141,2309,2025-12-12,2,458.8,Online
1737,123,2204,2026-08-12,3,462.66,Online
1738,111,2898,2026-04-01,2,115.46,Online
1739,138,2017,2024-06-11,3,512.07,In-Store
1740,119,2696,2026-07-31,2,202.2,Online
1741,113,2611,2025-05-13,1,467.33,Online
1742,117,2708,2026-05-21,2,95.56,Online
1743,109,2524,2026-05-17,4,842.48,Online
1744,119,2847,2026-06-28,1,101.1,Online
1745,103,3000,2025-04-20,2,1038.12,In-Store
1746,102,2152,2025-10-29,4,953.68,In-Store
1747,116,2832,2025-10-11,2,317.58,Online
1748,110,2642,2025-10-16,1,64.9,Online
1749,140,2244,2024-06-18,4,548.88,Online
1750,137,2407,2026-04-07,2,151.62,Online
1751,138,2187,2025-07-02,4,682.76,In-Store
1752,148,2889,2026-07-10,3,183.18,Online
1753,128,2802,2026-05-04,3,725.76,Online
1754,121,2902,2025-02-10,3,719.31,Online
1755,121,2955,2025-10-01,2,479.54,In-Store
1756,133,2571,2024-12-07,4,174.72,In-Store
1757,139,2310,2026-05-29,2,176.5,Online
1758,136,2714,2026-06-04,2,457.38,Online
1759,130,2268,2024-08-23,4,151.8,Online
1760,111,2582,2025-06-09,1,57.73,In-Store
1761,104,2441,2026-02-09,3,154.98,Online
1762,105,2870,2024-08-28,3,421.98,Online
1763,137,2952,2025-10-05,3,227.43,Online
1764,128,2709,2026-08-06,2,483.84,Online
1765,120,2216,2025-09-22,3,366.54,Online
1766,127,2233,2026-06-21,2,1528.44,In-Store
1767,121,2979,2026-08-12,1,239.77,In-Store
1768,138,2053,2026-01-04,1,170.69,Online
1769,127,2606,2026-05-25,2,1528.44,In-Store
1770,150,2249,2026-04-14,2,182.9,In-Store
1771,147,2031,2025-11-27,1,35.8,Online
1772,137,2091,2025-11-03,4,303.24,Online
1773,109,2375,2025-08-24,3,631.86,In-Store
1774,112,2096,2026-04-03,4,232.4,Online
1775,117,2492,2026-05-20,4,191.12,In-Store
1776,141,2228,2026-08-11,1,229.4,Online
1777,134,2444,2024-05-12,3,394.11,Online
1778,136,2881,2025-04-09,1,228.69,Online
1779,134,2096,2025-10-04,1,131.37,Online
1780,102,2322,2026-08-02,3,715.26,Online
1781,141,2953,2025-10-09,4,917.6,In-Store
1782,107,2526,2025-11-11,2,228.82,In-Store
1783,129,2369,2025-07-05,2,626.46,In-Store
1784,102,2146,2026-03-18,1,238.42,In-Store
1785,120,2889,2026-05-02,3,366.54,Online
1786,138,2343,2026-08-26,2,341.38,Online
1787,140,2491,2024-09-27,3,411.66,Online
1788,125,2929,2025-07-31,4,631.08,Online
1789,122,2661,2024-09-18,2,271.7,Online
1790,113,2138,2026-08-26,4,1869.32,Online
1791,131,2354,2026-08-25,1,175.79,In-Store
1792,121,2092,2026-07-08,4,959.08,In-Store
1793,121,2636,2026-03-11,2,479.54,Online
1794,141,2763,2025-08-30,4,917.6,Online
